date,category,region,store_size,month,day_of_week,is_weekend,promotion,footfall,avg_basket,discount_pct,sales
2021-12-15,Groceries,North,Large,12,2,0,0,113,9.16,9.3,972.95
2021-12-16,Clothing,South,Large,12,3,0,0,78,9.85,25.0,584.3
2021-12-17,Clothing,West,Medium,12,4,0,0,32,11.26,0.5,395.76
2021-12-18,Home & Garden,North,Large,12,5,1,0,58,12.04,3.9,657.91
2021-12-19,Electronics,South,Medium,12,6,1,1,79,9.21,19.0,796.37
2021-12-20,Clothing,South,Medium,12,0,0,0,53,12.85,8.1,614.06
2021-12-21,Home & Garden,Central,Large,12,1,0,0,71,10.47,23.1,547.94
2021-12-22,Clothing,East,Large,12,2,0,1,78,10.17,1.3,878.81
2021-12-23,Electronics,North,Large,12,3,0,1,66,8.54,10.5,704.53
2021-12-24,Home & Garden,Central,Medium,12,4,0,1,41,11.1,3.9,646.99
2021-12-25,Clothing,West,Small,12,5,1,1,35,8.81,26.5,381.45
2021-12-26,Groceries,West,Large,12,6,1,1,85,11.84,10.2,1021.67
2021-12-27,Clothing,South,Medium,12,0,0,0,34,9.95,6.8,325.0
2021-12-28,Groceries,West,Medium,12,1,0,1,91,9.78,23.7,864.58
2021-12-29,Clothing,Central,Large,12,2,0,1,63,11.03,17.5,763.64
2021-12-30,Electronics,West,Small,12,3,0,1,35,9.25,23.8,343.67
2021-12-31,Groceries,West,Medium,12,4,0,0,95,10.78,24.3,735.54
2022-01-01,Clothing,East,Large,1,5,1,1,60,11.71,8.0,759.12
2022-01-02,Groceries,South,Large,1,6,1,0,137,12.26,11.9,1430.72
2022-01-03,Sports,Central,Large,1,0,0,0,68,8.06,7.6,543.28
2022-01-04,Sports,North,Small,1,1,0,1,37,9.16,1.2,508.19
2022-01-05,Electronics,Central,Large,1,2,0,1,88,12.93,15.3,969.75
2022-01-06,Sports,North,Large,1,3,0,0,43,10.23,8.0,433.23
2022-01-07,Sports,West,Medium,1,4,0,0,50,7.81,13.9,366.99
2022-01-08,Home & Garden,South,Large,1,5,1,0,83,12.8,8.7,930.7
2022-01-09,Clothing,Central,Medium,1,6,1,1,33,8.53,8.6,311.98
2022-01-10,Sports,East,Small,1,0,0,0,33,11.58,22.5,285.45
2022-01-11,Sports,West,Medium,1,1,0,0,28,12.3,2.5,317.92
2022-01-12,Groceries,Central,Small,1,2,0,1,83,9.42,23.8,776.15
2022-01-13,Electronics,Central,Large,1,3,0,1,182,8.09,25.2,1241.93
2022-01-14,Groceries,East,Small,1,4,0,1,68,11.27,6.5,914.15
2022-01-15,Electronics,North,Medium,1,5,1,1,102,9.71,9.4,1054.46
2022-01-16,Electronics,South,Medium,1,6,1,1,59,11.47,0.3,805.28
2022-01-17,Electronics,West,Small,1,0,0,0,48,9.01,0.2,463.23
2022-01-18,Electronics,South,Small,1,1,0,1,77,9.52,1.3,845.03
2022-01-19,Groceries,Central,Small,1,2,0,0,151,9.12,26.8,978.75
2022-01-20,Home & Garden,East,Small,1,3,0,0,42,11.67,14.5,397.53
2022-01-21,Sports,South,Small,1,4,0,0,15,11.62,3.0,174.41
2022-01-22,Electronics,Central,Large,1,5,1,0,150,8.1,6.9,1203.05
2022-01-23,Home & Garden,East,Medium,1,6,1,1,83,9.13,16.7,803.33
2022-01-24,Electronics,West,Small,1,0,0,1,35,10.74,19.3,444.97
2022-01-25,Groceries,North,Small,1,1,0,1,75,9.18,14.3,751.69
2022-01-26,Clothing,North,Small,1,2,0,0,10,12.91,4.5,123.32
2022-01-27,Electronics,North,Large,1,3,0,1,115,9.78,5.5,1049.88
2022-01-28,Home & Garden,South,Medium,1,4,0,1,41,10.33,6.0,531.45
2022-01-29,Groceries,South,Large,1,5,1,1,205,8.4,10.6,1747.93
2022-01-30,Groceries,East,Large,1,6,1,1,135,8.91,19.7,1106.87
2022-01-31,Home & Garden,North,Large,1,0,0,1,105,9.02,20.4,923.15
2022-02-01,Electronics,South,Small,2,1,0,1,101,9.85,2.3,1053.14
2022-02-02,Sports,Central,Medium,2,2,0,0,52,9.41,18.9,382.04
2022-02-03,Sports,East,Small,2,3,0,0,30,12.65,22.5,296.17
2022-02-04,Clothing,South,Small,2,4,0,1,51,8.42,18.1,499.53
2022-02-05,Electronics,West,Small,2,5,1,1,70,12.03,25.2,672.72
2022-02-06,Groceries,East,Small,2,6,1,0,149,8.82,20.1,1098.73
2022-02-07,Sports,Central,Large,2,0,0,1,56,11.92,14.4,603.74
2022-02-08,Home & Garden,West,Large,2,1,0,1,82,12.2,4.8,1094.96
2022-02-09,Sports,South,Large,2,2,0,1,75,9.91,29.5,671.25
2022-02-10,Sports,West,Large,2,3,0,0,41,9.44,16.6,307.74
2022-02-11,Clothing,North,Small,2,4,0,1,33,9.14,15.8,338.58
2022-02-12,Clothing,South,Medium,2,5,1,0,45,12.05,13.4,487.54
2022-02-13,Home & Garden,Central,Large,2,6,1,0,110,11.59,28.9,922.73
2022-02-14,Home & Garden,East,Small,2,0,0,1,61,9.05,1.9,717.73
2022-02-15,Groceries,South,Large,2,1,0,1,238,10.84,22.5,2025.2
2022-02-16,Clothing,South,Large,2,2,0,0,79,9.14,2.0,780.13
2022-02-17,Groceries,East,Medium,2,3,0,1,131,12.21,16.0,1303.01
2022-02-18,Home & Garden,Central,Small,2,4,0,0,76,9.56,20.0,542.32
2022-02-19,Groceries,Central,Large,2,5,1,1,369,7.64,1.5,3113.59
2022-02-20,Groceries,North,Medium,2,6,1,1,177,8.93,18.2,1419.3
2022-02-21,Groceries,East,Small,2,0,0,1,127,8.52,8.6,1194.56
2022-02-22,Electronics,East,Large,2,1,0,1,150,9.38,6.9,1344.35
2022-02-23,Clothing,East,Small,2,2,0,1,78,8.78,22.0,710.39
2022-02-24,Sports,East,Large,2,3,0,1,62,9.12,1.3,645.81
2022-02-25,Electronics,East,Medium,2,4,0,0,87,10.18,19.9,728.52
2022-02-26,Sports,West,Medium,2,5,1,1,76,8.94,10.2,773.55
2022-02-27,Clothing,West,Medium,2,6,1,0,66,10.23,26.2,484.63
2022-02-28,Home & Garden,South,Small,2,0,0,0,36,11.01,14.8,339.26
2022-03-01,Clothing,South,Medium,3,1,0,0,54,9.6,14.2,429.44
2022-03-02,Sports,South,Small,3,2,0,1,42,8.71,20.3,406.71
2022-03-03,Home & Garden,East,Large,3,3,0,0,178,8.46,21.4,1308.82
2022-03-04,Clothing,East,Small,3,4,0,0,53,10.34,27.3,446.64
2022-03-05,Sports,West,Small,3,5,1,0,22,11.03,24.5,180.66
2022-03-06,Sports,North,Small,3,6,1,0,24,11.29,29.3,187.15
2022-03-07,Clothing,North,Medium,3,0,0,0,54,10.79,4.4,602.37
2022-03-08,Electronics,East,Large,3,1,0,0,177,9.84,17.9,1330.45
2022-03-09,Clothing,Central,Small,3,2,0,1,66,8.58,29.6,624.04
2022-03-10,Clothing,South,Small,3,3,0,0,52,10.25,20.5,415.87
2022-03-11,Groceries,East,Small,3,4,0,0,154,9.08,7.5,1259.26
2022-03-12,Groceries,West,Small,3,5,1,1,156,9.04,4.0,1379.41
2022-03-13,Clothing,East,Small,3,6,1,1,54,9.48,27.0,466.65
2022-03-14,Groceries,South,Medium,3,0,0,0,218,10.82,15.9,1862.54
2022-03-15,Home & Garden,East,Large,3,1,0,1,97,10.66,22.8,974.41
2022-03-16,Sports,South,Medium,3,2,0,0,47,11.82,13.9,481.24
2022-03-17,Home & Garden,South,Medium,3,3,0,1,105,9.22,12.3,998.1
2022-03-18,Electronics,South,Large,3,4,0,1,253,9.21,3.2,2236.14
2022-03-19,Clothing,East,Large,3,5,1,0,92,9.91,1.6,848.76
2022-03-20,Home & Garden,Central,Small,3,6,1,0,72,9.74,6.4,617.66
2022-03-21,Electronics,East,Medium,3,0,0,0,146,9.29,27.5,982.96
2022-03-22,Clothing,South,Large,3,1,0,0,108,11.2,24.4,928.91
2022-03-23,Electronics,South,Small,3,2,0,0,92,10.76,20.3,813.37
2022-03-24,Groceries,East,Large,3,3,0,0,112,10.07,11.4,1081.88
2022-03-25,Clothing,Central,Small,3,4,0,1,60,10.02,1.6,759.32
2022-03-26,Electronics,East,Small,3,5,1,1,99,9.95,13.0,1084.86
2022-03-27,Groceries,Central,Medium,3,6,1,0,114,8.29,10.4,873.14
2022-03-28,Home & Garden,East,Large,3,0,0,0,155,9.48,27.8,1016.75
2022-03-29,Groceries,West,Medium,3,1,0,0,135,10.31,14.8,1135.95
2022-03-30,Sports,North,Small,3,2,0,1,35,9.05,18.8,422.76
2022-03-31,Sports,South,Large,3,3,0,1,31,9.32,22.0,417.91
2022-04-01,Clothing,Central,Medium,4,4,0,1,61,9.9,29.4,508.92
2022-04-02,Clothing,South,Large,4,5,1,0,68,9.77,25.1,553.24
2022-04-03,Groceries,West,Large,4,6,1,0,183,13.22,17.6,1823.32
2022-04-04,Groceries,West,Medium,4,0,0,0,112,11.03,13.8,1028.77
2022-04-05,Home & Garden,West,Medium,4,1,0,0,108,8.89,15.4,842.55
2022-04-06,Groceries,East,Small,4,2,0,1,71,11.47,19.3,762.95
2022-04-07,Electronics,North,Small,4,3,0,0,67,10.88,25.9,584.27
2022-04-08,Clothing,South,Medium,4,4,0,0,85,8.75,12.7,664.86
2022-04-09,Sports,East,Small,4,5,1,1,57,8.52,26.3,459.11
2022-04-10,Home & Garden,South,Medium,4,6,1,0,147,8.21,23.5,1007.62
2022-04-11,Electronics,North,Small,4,0,0,1,99,9.77,23.5,912.66
2022-04-12,Sports,North,Large,4,1,0,1,63,9.62,21.6,637.36
2022-04-13,Sports,West,Medium,4,2,0,1,81,8.51,3.9,716.01
2022-04-14,Sports,North,Large,4,3,0,1,77,8.07,19.2,709.48
2022-04-15,Home & Garden,South,Small,4,4,0,1,38,11.96,3.1,546.45
2022-04-16,Clothing,Central,Small,4,5,1,1,55,8.67,17.3,559.06
2022-04-17,Sports,East,Small,4,6,1,1,48,10.52,8.6,496.66
2022-04-18,Groceries,South,Medium,4,0,0,1,87,13.28,12.7,1114.32
2022-04-19,Electronics,North,Small,4,1,0,1,85,8.64,13.1,758.66
2022-04-20,Electronics,Central,Small,4,2,0,0,65,11.43,7.6,648.69
2022-04-21,Sports,West,Small,4,3,0,0,22,10.0,21.8,186.99
2022-04-22,Home & Garden,East,Large,4,4,0,1,64,12.16,5.1,874.81
2022-04-23,Sports,South,Small,4,5,1,1,36,12.43,14.1,469.99
2022-04-24,Clothing,Central,Small,4,6,1,1,46,9.23,7.8,567.26
2022-04-25,Home & Garden,West,Large,4,0,0,1,124,11.73,25.3,1174.58
2022-04-26,Clothing,Central,Large,4,1,0,1,70,12.39,4.5,999.5
2022-04-27,Clothing,West,Large,4,2,0,0,77,8.55,26.7,483.32
2022-04-28,Sports,South,Small,4,3,0,1,36,9.56,24.8,399.91
2022-04-29,Home & Garden,West,Medium,4,4,0,0,149,8.76,13.0,1163.88
2022-04-30,Clothing,North,Large,4,5,1,1,72,10.43,21.5,691.14
2022-05-01,Electronics,Central,Small,5,6,1,1,62,10.53,2.5,856.9
2022-05-02,Clothing,North,Large,5,0,0,1,27,9.22,8.7,393.22
2022-05-03,Clothing,West,Small,5,1,0,0,38,13.16,7.2,449.37
2022-05-04,Electronics,North,Large,5,2,0,0,139,9.01,2.9,1141.12
2022-05-05,Electronics,West,Large,5,3,0,0,142,10.85,28.1,1228.28
2022-05-06,Electronics,East,Medium,5,4,0,0,118,10.05,28.1,832.94
2022-05-07,Electronics,North,Medium,5,5,1,1,53,8.47,5.6,653.6
2022-05-08,Home & Garden,North,Medium,5,6,1,0,87,10.07,16.0,813.43
2022-05-09,Home & Garden,Central,Medium,5,0,0,0,82,12.36,28.7,671.16
2022-05-10,Electronics,Central,Small,5,1,0,1,84,8.97,0.7,1000.78
2022-05-11,Groceries,West,Large,5,2,0,0,299,8.92,24.3,2031.32
2022-05-12,Electronics,North,Small,5,3,0,0,76,9.0,19.4,520.51
2022-05-13,Groceries,East,Small,5,4,0,0,57,11.18,0.2,679.72
2022-05-14,Groceries,East,Medium,5,5,1,1,173,9.97,28.8,1323.73
2022-05-15,Home & Garden,West,Large,5,6,1,1,132,9.81,26.7,1077.02
2022-05-16,Electronics,West,Small,5,0,0,0,46,11.05,29.5,373.31
2022-05-17,Home & Garden,East,Medium,5,1,0,0,129,11.1,17.6,1156.08
2022-05-18,Groceries,South,Small,5,2,0,0,110,8.87,7.3,947.39
2022-05-19,Home & Garden,North,Large,5,3,0,1,64,11.69,17.3,654.45
2022-05-20,Home & Garden,North,Small,5,4,0,1,38,7.82,15.0,392.38
2022-05-21,Clothing,South,Large,5,5,1,1,108,10.26,3.0,1087.43
2022-05-22,Groceries,East,Small,5,6,1,1,81,8.88,18.4,759.18
2022-05-23,Clothing,West,Small,5,0,0,1,57,7.61,29.0,496.28
2022-05-24,Home & Garden,South,Small,5,1,0,0,56,12.19,6.3,636.78
2022-05-25,Home & Garden,West,Medium,5,2,0,0,89,11.42,22.7,826.55
2022-05-26,Sports,Central,Small,5,3,0,0,22,10.46,15.5,192.2
2022-05-27,Groceries,South,Large,5,4,0,1,217,8.92,6.9,2078.53
2022-05-28,Electronics,Central,Small,5,5,1,1,45,12.09,29.9,539.7
2022-05-29,Electronics,Central,Large,5,6,1,1,186,9.16,1.4,1723.14
2022-05-30,Groceries,East,Medium,5,0,0,1,172,9.6,4.9,1517.88
2022-05-31,Sports,South,Large,5,1,0,1,49,11.02,18.0,564.29
2022-06-01,Sports,West,Medium,6,2,0,0,33,10.98,25.8,282.56
2022-06-02,Clothing,South,Large,6,3,0,1,61,11.32,22.3,734.17
2022-06-03,Clothing,Central,Large,6,4,0,0,102,11.7,0.5,1145.81
2022-06-04,Electronics,North,Small,6,5,1,1,70,7.91,0.2,682.15
2022-06-05,Electronics,North,Small,6,6,1,1,87,9.12,21.6,692.49
2022-06-06,Clothing,South,Medium,6,0,0,0,32,10.07,23.0,239.56
2022-06-07,Electronics,Central,Medium,6,1,0,0,88,10.81,17.8,843.3
2022-06-08,Clothing,East,Small,6,2,0,0,31,9.66,10.3,289.34
2022-06-09,Groceries,North,Small,6,3,0,0,57,9.85,27.2,433.21
2022-06-10,Sports,South,Small,6,4,0,1,43,8.88,22.6,390.2
2022-06-11,Sports,South,Medium,6,5,1,0,30,9.72,22.4,233.07
2022-06-12,Groceries,North,Medium,6,6,1,0,106,11.54,11.7,1022.11
2022-06-13,Home & Garden,North,Large,6,0,0,0,125,10.14,1.7,1152.57
2022-06-14,Electronics,East,Small,6,1,0,1,70,9.16,7.2,789.2
2022-06-15,Electronics,East,Large,6,2,0,0,142,10.68,4.7,1323.28
2022-06-16,Electronics,East,Medium,6,3,0,1,95,9.82,27.8,829.04
2022-06-17,Sports,Central,Medium,6,4,0,1,46,12.54,17.7,519.79
2022-06-18,Electronics,Central,Medium,6,5,1,1,109,9.3,29.0,949.25
2022-06-19,Home & Garden,West,Small,6,6,1,1,45,12.84,20.2,526.78
2022-06-20,Clothing,North,Large,6,0,0,0,56,12.15,12.4,566.64
2022-06-21,Electronics,East,Small,6,1,0,1,59,10.96,10.0,803.36
2022-06-22,Home & Garden,North,Small,6,2,0,1,39,10.9,14.3,428.05
2022-06-23,Home & Garden,South,Large,6,3,0,0,175,8.59,0.1,1570.0
2022-06-24,Sports,East,Medium,6,4,0,1,62,8.7,1.1,709.98
2022-06-25,Sports,East,Medium,6,5,1,0,57,7.95,5.0,454.85
2022-06-26,Sports,East,Large,6,6,1,0,60,11.0,10.1,644.79
2022-06-27,Home & Garden,South,Small,6,0,0,0,44,12.86,7.6,486.87
2022-06-28,Clothing,West,Large,6,1,0,0,53,12.24,3.0,603.04
2022-06-29,Electronics,South,Small,6,2,0,1,77,10.22,28.2,736.21
2022-06-30,Sports,South,Small,6,3,0,1,29,9.28,2.7,399.89
2022-07-01,Sports,West,Small,7,4,0,0,22,11.25,14.8,211.85
2022-07-02,Electronics,North,Medium,7,5,1,1,48,10.95,6.9,594.25
2022-07-03,Groceries,Central,Large,7,6,1,1,296,10.06,22.6,2494.67
2022-07-04,Clothing,West,Small,7,0,0,1,36,10.08,11.4,489.92
2022-07-05,Home & Garden,South,Large,7,1,0,1,108,11.33,1.2,1283.24
2022-07-06,Sports,West,Large,7,2,0,0,49,11.48,24.9,459.86
2022-07-07,Sports,East,Large,7,3,0,1,67,9.04,21.4,555.41
2022-07-08,Clothing,Central,Large,7,4,0,0,55,10.99,24.8,449.52
2022-07-09,Electronics,East,Small,7,5,1,1,66,11.21,28.6,656.94
2022-07-10,Groceries,West,Large,7,6,1,1,163,8.65,7.4,1468.01
2022-07-11,Groceries,South,Small,7,0,0,1,98,8.96,5.0,1046.57
2022-07-12,Clothing,North,Small,7,1,0,1,41,10.18,17.2,559.71
2022-07-13,Clothing,East,Large,7,2,0,1,40,10.31,8.3,454.31
2022-07-14,Home & Garden,East,Small,7,3,0,1,60,8.03,28.5,479.73
2022-07-15,Home & Garden,West,Medium,7,4,0,1,39,10.2,3.4,527.17
2022-07-16,Home & Garden,East,Large,7,5,1,1,124,8.39,20.7,1022.3
2022-07-17,Home & Garden,South,Large,7,6,1,0,128,8.21,8.3,1072.61
2022-07-18,Clothing,North,Large,7,0,0,1,66,9.26,15.1,639.16
2022-07-19,Home & Garden,Central,Medium,7,1,0,0,48,9.46,6.6,393.91
2022-07-20,Groceries,North,Small,7,2,0,0,90,9.92,6.4,900.83
2022-07-21,Sports,Central,Small,7,3,0,1,33,9.75,29.5,372.45
2022-07-22,Electronics,East,Small,7,4,0,1,59,8.81,11.4,578.23
2022-07-23,Electronics,South,Small,7,5,1,1,105,8.42,24.7,756.58
2022-07-24,Groceries,South,Medium,7,6,1,1,151,8.78,18.3,1319.23
2022-07-25,Sports,North,Large,7,0,0,1,53,9.37,13.0,555.93
2022-07-26,Groceries,West,Large,7,1,0,0,258,8.56,17.4,1833.87
2022-07-27,Home & Garden,South,Large,7,2,0,0,134,9.86,13.5,1223.6
2022-07-28,Home & Garden,South,Small,7,3,0,1,55,10.41,12.3,606.53
2022-07-29,Sports,East,Large,7,4,0,0,61,9.72,12.3,533.45
2022-07-30,Home & Garden,South,Medium,7,5,1,0,54,9.9,25.4,420.46
2022-07-31,Electronics,South,Medium,7,6,1,0,122,9.21,2.2,1062.21
2022-08-01,Home & Garden,East,Medium,8,0,0,0,56,11.44,14.3,519.95
2022-08-02,Home & Garden,East,Medium,8,1,0,1,37,10.95,28.3,510.6
2022-08-03,Electronics,Central,Large,8,2,0,0,118,10.74,20.5,1039.4
2022-08-04,Sports,East,Large,8,3,0,1,26,9.35,14.7,277.39
2022-08-05,Home & Garden,West,Large,8,4,0,0,69,10.87,10.9,685.99
2022-08-06,Sports,North,Medium,8,5,1,1,25,9.3,5.4,373.47
2022-08-07,Clothing,West,Medium,8,6,1,0,28,9.79,9.0,253.57
2022-08-08,Electronics,North,Large,8,0,0,1,119,7.8,15.0,998.36
2022-08-09,Sports,East,Medium,8,1,0,1,52,10.78,25.3,526.0
2022-08-10,Clothing,South,Medium,8,2,0,1,58,10.26,29.2,443.9
2022-08-11,Home & Garden,South,Large,8,3,0,1,110,8.1,3.4,1098.04
2022-08-12,Groceries,Central,Large,8,4,0,0,140,8.83,6.8,1144.98
2022-08-13,Sports,South,Small,8,5,1,1,39,10.45,0.9,453.01
2022-08-14,Electronics,West,Small,8,6,1,1,45,10.98,21.4,534.72
2022-08-15,Home & Garden,East,Small,8,0,0,1,36,11.11,7.1,551.43
2022-08-16,Sports,North,Small,8,1,0,0,19,10.14,9.1,179.85
2022-08-17,Sports,East,Small,8,2,0,1,31,12.57,17.5,382.79
2022-08-18,Sports,North,Medium,8,3,0,1,32,11.56,28.2,459.97
2022-08-19,Sports,East,Medium,8,4,0,0,31,12.71,1.8,382.99
2022-08-20,Home & Garden,West,Large,8,5,1,1,86,10.84,13.6,929.36
2022-08-21,Sports,South,Large,8,6,1,0,77,9.75,5.3,752.33
2022-08-22,Groceries,South,Large,8,0,0,0,181,10.36,20.0,1373.26
2022-08-23,Home & Garden,East,Medium,8,1,0,0,65,10.42,21.3,577.85
2022-08-24,Electronics,West,Large,8,2,0,1,85,13.06,22.5,895.06
2022-08-25,Groceries,South,Large,8,3,0,1,158,9.58,29.1,1147.44
2022-08-26,Electronics,South,Large,8,4,0,0,101,12.63,16.0,1053.96
2022-08-27,Home & Garden,East,Medium,8,5,1,0,87,8.05,6.5,704.23
2022-08-28,Groceries,South,Small,8,6,1,0,71,10.36,26.1,552.25
2022-08-29,Clothing,South,Large,8,0,0,1,55,12.7,28.3,623.33
2022-08-30,Electronics,Central,Large,8,1,0,0,92,8.67,6.5,796.44
2022-08-31,Electronics,Central,Small,8,2,0,0,74,9.06,23.1,519.62
2022-09-01,Clothing,East,Large,9,3,0,0,44,9.7,28.9,293.12
2022-09-02,Clothing,East,Large,9,4,0,1,44,12.72,9.5,552.8
2022-09-03,Sports,Central,Medium,9,5,1,1,51,9.83,29.0,422.97
2022-09-04,Groceries,East,Small,9,6,1,0,60,11.47,15.2,573.17
2022-09-05,Electronics,Central,Large,9,0,0,0,131,9.64,19.2,953.07
2022-09-06,Electronics,Central,Large,9,1,0,0,81,12.78,7.3,894.36
2022-09-07,Home & Garden,North,Medium,9,2,0,0,49,9.62,11.7,427.25
2022-09-08,Clothing,South,Large,9,3,0,0,99,9.71,15.6,767.72
2022-09-09,Groceries,East,Medium,9,4,0,0,69,9.76,16.3,602.48
2022-09-10,Electronics,West,Medium,9,5,1,1,66,8.25,3.8,591.88
2022-09-11,Clothing,South,Large,9,6,1,0,82,10.8,2.3,918.92
2022-09-12,Home & Garden,South,Medium,9,0,0,1,43,11.01,15.8,525.05
2022-09-13,Groceries,North,Medium,9,1,0,0,104,8.94,8.3,809.56
2022-09-14,Electronics,East,Small,9,2,0,1,26,11.59,14.4,449.94
2022-09-15,Groceries,North,Medium,9,3,0,0,93,9.42,27.1,665.75
2022-09-16,Electronics,Central,Medium,9,4,0,1,62,9.86,22.9,666.13
2022-09-17,Home & Garden,West,Medium,9,5,1,1,56,9.55,4.1,597.7
2022-09-18,Groceries,West,Large,9,6,1,1,110,8.15,16.3,950.8
2022-09-19,Groceries,Central,Medium,9,0,0,0,78,9.15,25.1,514.91
2022-09-20,Home & Garden,North,Small,9,1,0,0,32,7.94,28.4,205.71
2022-09-21,Sports,South,Small,9,2,0,0,27,9.26,5.6,224.92
2022-09-22,Sports,North,Medium,9,3,0,0,18,8.22,28.8,111.66
2022-09-23,Electronics,North,Small,9,4,0,1,42,11.35,14.6,501.91
2022-09-24,Home & Garden,North,Small,9,5,1,1,44,8.92,2.1,509.35
2022-09-25,Sports,South,Medium,9,6,1,1,22,9.99,13.2,340.34
2022-09-26,Groceries,East,Medium,9,0,0,0,125,9.55,12.6,1022.63
2022-09-27,Groceries,East,Small,9,1,0,0,45,10.79,14.5,420.77
2022-09-28,Groceries,Central,Large,9,2,0,0,184,7.52,1.2,1521.91
2022-09-29,Electronics,South,Small,9,3,0,0,75,9.42,13.4,566.5
2022-09-30,Home & Garden,East,Large,9,4,0,0,90,8.88,7.9,698.95
2022-10-01,Home & Garden,East,Small,10,5,1,0,32,10.7,29.9,237.85
2022-10-02,Electronics,West,Small,10,6,1,0,33,12.76,9.6,363.82
2022-10-03,Home & Garden,Central,Medium,10,0,0,0,35,10.85,24.1,320.11
2022-10-04,Home & Garden,West,Medium,10,1,0,1,36,12.03,23.0,518.91
2022-10-05,Groceries,Central,Large,10,2,0,0,124,11.53,2.1,1333.4
2022-10-06,Electronics,West,Large,10,3,0,0,52,11.82,15.0,498.76
2022-10-07,Sports,South,Large,10,4,0,1,44,10.44,6.8,565.28
2022-10-08,Clothing,South,Medium,10,5,1,0,32,11.97,23.6,277.28
2022-10-09,Electronics,East,Small,10,6,1,0,43,11.31,4.1,487.59
2022-10-10,Clothing,North,Medium,10,0,0,0,36,9.83,6.0,357.8
2022-10-11,Clothing,North,Medium,10,1,0,1,30,11.24,7.7,412.18
2022-10-12,Electronics,West,Small,10,2,0,0,24,12.79,29.6,215.31
2022-10-13,Electronics,South,Medium,10,3,0,1,83,9.32,12.6,807.01
2022-10-14,Electronics,East,Small,10,4,0,0,35,10.66,4.5,378.7
2022-10-15,Clothing,West,Large,10,5,1,1,28,10.08,24.8,258.51
2022-10-16,Electronics,North,Medium,10,6,1,0,42,8.74,20.7,303.35
2022-10-17,Sports,East,Small,10,0,0,0,15,10.93,14.7,147.05
2022-10-18,Electronics,Central,Large,10,1,0,1,114,8.99,17.5,939.46
2022-10-19,Electronics,South,Large,10,2,0,0,50,10.87,2.7,496.14
2022-10-20,Electronics,Central,Medium,10,3,0,0,74,9.77,20.2,596.31
2022-10-21,Clothing,Central,Medium,10,4,0,1,40,11.65,7.1,594.63
2022-10-22,Home & Garden,Central,Medium,10,5,1,0,71,9.86,28.3,467.78
2022-10-23,Home & Garden,South,Medium,10,6,1,0,48,11.25,14.2,431.55
2022-10-24,Clothing,South,Medium,10,0,0,0,37,9.89,6.7,382.08
2022-10-25,Home & Garden,Central,Small,10,1,0,1,20,10.62,20.1,270.81
2022-10-26,Home & Garden,South,Large,10,2,0,0,74,11.58,10.2,717.25
2022-10-27,Sports,South,Medium,10,3,0,1,28,8.12,21.0,290.11
2022-10-28,Electronics,Central,Small,10,4,0,1,60,9.14,16.9,558.69
2022-10-29,Electronics,South,Small,10,5,1,1,54,9.19,24.5,481.45
2022-10-30,Clothing,West,Small,10,6,1,0,22,11.61,4.6,251.97
2022-10-31,Home & Garden,East,Small,10,0,0,0,28,9.53,12.3,221.32
2022-11-01,Sports,West,Medium,11,1,0,1,33,12.41,25.6,447.77
2022-11-02,Electronics,Central,Small,11,2,0,0,38,9.77,5.3,372.19
2022-11-03,Electronics,North,Large,11,3,0,1,61,10.9,10.1,635.59
2022-11-04,Sports,North,Small,11,4,0,0,24,9.35,16.9,202.23
2022-11-05,Groceries,South,Medium,11,5,1,1,49,10.52,27.3,588.12
2022-11-06,Home & Garden,Central,Small,11,6,1,1,22,11.8,18.5,309.55
2022-11-07,Clothing,North,Medium,11,0,0,1,34,10.61,25.0,385.68
2022-11-08,Clothing,Central,Large,11,1,0,1,44,8.01,23.2,392.13
2022-11-09,Clothing,South,Medium,11,2,0,1,24,10.26,20.1,273.36
2022-11-10,Home & Garden,West,Large,11,3,0,0,45,9.94,7.8,466.46
2022-11-11,Groceries,North,Medium,11,4,0,0,49,9.15,28.3,298.66
2022-11-12,Electronics,Central,Large,11,5,1,1,93,11.4,6.8,1084.54
2022-11-13,Groceries,East,Small,11,6,1,0,71,10.84,11.9,653.26
2022-11-14,Electronics,West,Medium,11,0,0,1,63,8.23,29.4,505.94
2022-11-15,Clothing,South,Small,11,1,0,0,25,9.4,15.7,205.52
2022-11-16,Clothing,East,Large,11,2,0,1,72,12.44,16.9,796.07
2022-11-17,Sports,South,Medium,11,3,0,0,37,10.74,2.2,369.03
2022-11-18,Groceries,South,Small,11,4,0,1,44,12.19,26.7,495.74
2022-11-19,Home & Garden,Central,Large,11,5,1,1,80,10.6,6.5,897.77
2022-11-20,Clothing,South,Large,11,6,1,0,54,9.7,25.8,385.07
2022-11-21,Sports,West,Small,11,0,0,0,14,8.81,24.1,94.93
2022-11-22,Groceries,East,Medium,11,1,0,0,27,13.1,15.4,288.53
2022-11-23,Clothing,East,Large,11,2,0,0,35,8.34,28.0,239.72
2022-11-24,Electronics,Central,Small,11,3,0,1,38,10.92,21.6,491.05
2022-11-25,Clothing,North,Large,11,4,0,0,27,10.14,28.9,205.85
2022-11-26,Electronics,Central,Medium,11,5,1,0,73,10.17,12.1,608.13
2022-11-27,Clothing,South,Small,11,6,1,1,31,9.85,5.2,372.74
2022-11-28,Sports,East,Large,11,0,0,1,62,11.46,6.5,732.72
